Lch,Wch,Tch,Tox1,Tox2
33.44,68.99,7.84,0.59,1.92
24.97,25.1,7.67,0.22,2.09
30.59,79.21,5.58,1.13,2.03
20.36,26.61,4.87,1.04,2.15
28.45,77.66,5.21,0.74,1.89
33.99,75.52,5.89,0.57,1.58
27.8,40.29,4.79,0.28,1.62
20.98,75.21,7.3,0.87,1.86
27.39,30.62,6.18,0.72,1.82
17.0,77.13,4.55,1.07,2.17
30.54,34.89,6.34,0.66,2.02
18.23,47.91,6.19,1.13,2.18
23.8,16.1,7.72,0.69,2.13
30.24,46.2,4.17,1.03,1.91
32.62,60.64,7.67,0.86,1.57
25.31,46.94,7.2,0.79,2.19
26.36,42.02,4.28,0.43,1.63
18.94,29.4,6.08,0.47,1.97
29.48,57.64,7.29,0.99,1.91
15.09,67.8,5.95,1.12,1.66
19.76,35.63,6.05,0.71,1.61
21.66,65.38,4.49,0.23,1.91
30.4,36.15,4.36,1.03,1.53
33.18,51.71,6.56,0.89,1.71
22.3,73.19,4.64,0.39,1.55
17.58,46.45,7.22,1.03,1.54
23.14,27.67,5.67,0.79,1.92
21.94,21.22,5.55,0.79,1.65
21.21,27.58,5.59,0.73,2.05
23.06,54.47,4.59,0.36,2.09
30.07,39.55,4.35,0.57,1.85
19.93,21.46,5.51,0.93,1.62
21.71,68.62,7.78,1.06,1.94
17.64,73.63,7.05,0.95,1.73
22.13,79.27,5.8,0.27,1.55
24.05,62.69,7.31,0.53,1.86
33.82,50.44,7.0,0.6,2.2
26.88,33.58,7.63,0.27,1.59
26.55,54.36,7.7,0.79,1.79
19.94,47.74,6.02,0.67,2.07
22.68,50.91,7.07,0.37,1.6
21.48,76.84,4.12,0.45,1.77
21.2,52.02,7.12,0.99,1.71
30.99,29.85,4.74,0.38,1.67
31.96,17.36,5.84,0.6,1.81
18.41,28.29,5.57,0.99,2.08
18.64,71.65,6.44,0.81,1.69
17.35,35.6,7.89,1.18,2.03
23.28,22.2,4.92,0.36,1.68
26.56,67.64,7.23,0.38,1.76
18.08,44.29,6.59,0.99,2.18
22.99,51.11,5.32,0.88,1.51
19.26,16.11,7.0,0.75,1.67
32.71,21.61,6.07,0.35,1.83
18.15,68.4,5.56,1.16,1.6
22.85,17.74,6.7,0.52,2.17
16.32,71.37,4.08,0.62,1.74
16.21,73.84,7.48,0.82,1.97
30.19,53.61,7.34,0.39,1.65
32.85,45.5,7.8,0.9,1.58
31.19,32.81,5.75,0.61,2.03
24.56,65.64,4.51,0.3,1.89
22.34,68.86,5.57,0.29,2.02
18.31,51.5,7.49,0.63,1.88
26.33,49.98,5.21,1.1,1.78
24.88,24.61,4.57,0.24,2.0
15.66,43.02,5.2,1.07,2.16
24.93,27.26,6.52,0.87,2.18
34.4,25.04,5.28,1.07,1.62
19.26,20.78,6.03,0.31,1.94
26.44,21.89,7.7,0.79,2.11
22.97,65.06,7.35,0.77,1.78
20.54,76.06,6.86,0.3,1.96
17.54,39.67,4.52,1.11,2.19
27.27,70.0,5.76,0.72,1.84
30.63,79.13,4.61,0.21,1.92
25.82,58.05,5.91,0.64,1.99
30.71,31.1,6.22,0.35,2.12
32.19,35.23,5.58,0.81,2.13
27.52,35.11,7.7,1.04,1.83
16.59,20.12,6.03,0.51,1.96
28.42,44.36,7.15,0.77,1.61
15.88,50.7,7.45,0.5,1.71
20.46,75.42,4.97,0.42,1.98
22.61,53.72,5.03,0.2,2.19
33.74,73.25,7.91,0.43,1.71
33.13,69.17,6.45,1.0,2.15
21.09,55.2,5.33,0.8,1.95
31.24,60.1,7.39,1.12,1.52
26.82,47.89,4.4,0.22,2.02
17.13,46.07,4.72,0.75,1.87
17.0,22.41,6.83,1.09,1.56
34.95,17.16,7.35,0.51,2.12
15.95,71.04,5.61,0.72,1.59
15.72,21.82,4.43,0.23,1.97
33.37,57.15,6.57,1.0,1.82
16.19,37.22,7.96,0.94,1.72
23.58,33.01,7.04,0.96,1.75
32.27,31.17,6.28,1.02,2.08
32.83,19.36,4.21,0.3,1.77
17.93,31.7,5.89,0.45,1.83
20.17,74.46,5.9,0.31,1.8
34.99,51.88,4.34,0.59,1.52
34.0,16.2,6.36,0.41,1.84
24.24,76.14,6.93,1.13,1.94
28.29,53.22,5.15,0.96,1.73
27.65,70.38,4.77,0.84,2.18
27.16,75.77,7.15,0.65,1.52
32.7,68.69,4.45,0.79,1.96
25.09,79.94,6.55,0.26,2.03
34.1,32.54,6.66,0.28,2.06
34.84,64.29,6.83,0.27,1.65
20.69,74.53,5.75,0.33,1.78
21.04,20.85,4.87,1.14,1.91
27.71,40.9,5.31,0.43,2.15
21.53,56.17,6.98,0.8,2.0
22.91,71.16,5.25,0.24,2.06
29.33,40.01,4.33,0.26,1.53
25.49,49.97,7.14,1.07,1.58
26.74,67.54,5.12,1.13,1.72
17.04,30.71,4.39,0.23,1.73
32.34,62.5,7.94,0.62,1.66
18.6,39.42,5.46,0.88,1.79
31.85,23.88,4.68,0.74,2.08
19.35,35.87,5.96,0.7,1.92
33.26,34.08,5.16,1.02,2.16
18.37,38.56,4.12,1.06,1.7
22.7,41.86,5.45,0.36,1.86
15.79,51.82,5.5,0.9,1.75
16.49,67.67,7.94,0.78,1.62
21.34,45.26,4.48,0.83,1.65
31.76,50.34,5.14,0.42,1.5
26.38,37.95,7.19,0.93,1.76
32.06,58.71,5.5,0.58,1.9
19.5,62.36,4.75,0.32,1.84
22.31,37.48,4.97,0.92,1.57
31.3,63.96,6.34,0.76,1.92
26.41,68.1,5.38,0.4,1.56
17.49,69.36,5.16,0.82,1.79
15.6,78.7,7.48,0.38,2.1
28.37,47.99,5.54,0.63,1.98
30.76,52.85,4.88,0.68,1.96
20.71,77.38,6.22,1.08,2.11
31.54,74.06,7.9,0.58,1.93
27.91,50.65,6.37,1.11,1.68
30.94,74.55,4.88,0.5,2.12
17.42,20.6,4.67,0.7,1.77
26.46,51.43,5.55,0.24,1.69
19.17,48.44,4.71,0.63,1.97
17.83,43.94,7.42,0.68,1.53
34.28,23.24,7.32,0.29,2.18
29.31,70.76,7.31,1.04,1.93
16.28,53.01,7.13,0.7,1.56
28.16,33.74,6.34,1.15,2.06
21.4,58.63,7.86,0.57,1.82
15.11,50.18,5.38,0.45,1.72
30.73,41.94,4.95,1.01,2.05
31.51,64.43,6.28,0.87,1.96
21.26,34.23,5.26,0.37,1.88
29.01,45.13,7.54,0.4,1.51
31.49,31.97,5.53,1.11,1.83
32.45,65.96,5.65,0.38,1.78
33.53,15.29,5.25,0.56,2.14
17.33,69.02,4.49,0.76,1.61
30.75,38.12,7.64,0.91,1.88
25.4,36.48,7.59,0.74,1.72
31.08,23.49,6.57,0.53,2.15
17.46,53.39,6.76,0.22,1.69
29.99,24.23,4.75,1.17,1.58
22.58,71.43,4.24,0.97,1.94
34.73,24.55,7.1,0.94,1.92
22.15,51.31,6.0,1.15,1.94
27.87,19.35,4.26,0.75,1.84
24.02,27.17,7.42,0.61,1.97
27.14,62.58,5.81,1.09,2.08
28.72,17.67,5.65,0.78,1.5
16.97,73.15,6.75,0.89,1.68
28.27,48.07,4.57,0.69,2.1
33.29,34.69,4.94,0.46,1.54
25.24,78.6,6.77,0.3,2.01
23.17,34.86,4.77,0.35,1.75
33.95,36.39,7.71,0.95,2.01
19.79,18.38,5.32,0.96,1.76
16.12,28.78,5.48,0.44,1.68
30.68,18.92,5.55,1.1,1.6
16.34,34.54,7.86,0.96,1.98
17.2,18.19,6.88,0.65,1.75
19.87,20.53,7.26,0.21,2.05
20.3,53.54,6.25,0.6,1.74
24.7,37.66,6.91,1.14,1.79
18.04,63.03,6.64,0.74,2.06
30.62,78.26,7.95,0.27,1.69
31.36,71.57,7.16,0.78,2.07
25.04,38.7,4.23,1.15,1.59
23.2,18.46,6.61,0.64,1.67
17.64,54.18,6.19,0.29,1.89
25.57,79.72,4.15,1.15,1.99
34.06,56.88,6.07,0.81,1.89
32.25,79.9,6.82,0.87,2.02
34.31,57.24,4.1,0.39,2.13
29.42,65.53,6.4,0.36,1.9
24.36,31.71,7.27,0.89,1.55
28.48,17.51,7.73,0.95,2.03
24.23,20.31,4.46,0.22,1.98
24.48,22.9,5.45,0.83,1.83
31.84,32.42,4.63,0.43,2.17
16.78,57.75,4.82,0.74,2.03
30.48,25.83,7.58,0.3,1.81
22.17,69.81,5.36,0.81,2.06
32.59,32.34,6.2,0.37,2.2
26.26,65.97,6.52,0.92,1.67
15.22,33.28,6.49,1.2,1.64
22.54,61.55,5.14,0.75,1.59
27.66,39.18,6.14,1.08,1.51
31.07,66.49,6.15,0.25,1.81
28.77,69.72,4.26,0.37,1.55
30.02,42.32,7.62,1.05,2.07
27.36,75.51,4.89,0.49,1.51
21.83,48.84,4.6,0.52,2.2
28.79,19.82,5.85,0.38,2.1
30.04,45.97,4.28,0.62,2.07
16.42,38.39,4.02,0.85,1.7
19.69,22.06,4.24,0.33,1.84
28.0,50.06,5.32,1.03,1.96
19.41,54.7,7.39,0.48,2.0
31.52,69.51,5.83,0.5,1.51
16.82,32.38,7.16,1.19,2.11
29.04,71.29,6.13,0.52,1.97
24.31,17.65,5.77,0.61,1.8
29.74,59.25,4.04,1.19,2.0
28.96,43.7,7.77,0.32,2.02
28.12,20.02,6.74,0.82,1.8
33.58,30.92,4.35,1.05,1.75
15.07,56.43,5.06,0.25,1.68
34.22,67.16,5.46,0.98,1.85
32.5,73.34,4.22,0.4,1.99
31.15,57.27,6.31,1.11,1.5
16.54,55.79,6.32,0.93,2.14
23.41,21.13,4.36,0.96,1.95
31.9,21.24,4.11,0.38,1.74
20.25,73.46,4.26,0.76,1.64
32.46,68.55,5.82,0.89,1.89
28.41,36.92,6.77,0.23,2.18
18.79,17.56,6.3,0.31,1.52
20.15,57.86,7.61,1.02,1.8
32.9,64.23,7.08,0.91,2.17
22.63,28.56,4.98,1.17,2.07
29.72,54.78,7.09,0.91,1.75
17.97,60.57,4.41,0.53,1.81
31.04,37.5,6.8,0.54,1.93
29.1,56.07,6.95,0.65,2.12
33.46,72.98,7.61,0.86,1.83
30.82,28.5,4.02,0.64,1.59
19.74,47.03,5.05,0.97,1.52
33.94,46.83,6.04,0.69,1.67
25.67,62.97,4.31,1.11,1.61
22.5,57.32,5.08,1.08,2.04
17.27,59.7,7.85,0.44,1.56
26.75,46.76,5.7,0.39,1.51
24.14,67.25,6.64,0.73,1.58
28.83,17.42,4.14,0.34,1.85
25.48,50.87,7.72,0.94,1.85
29.68,19.95,7.75,0.59,1.59
29.77,46.08,6.32,0.34,1.7
27.92,57.94,5.41,0.74,1.89
19.6,46.89,4.02,0.57,1.67
16.92,49.86,4.85,0.94,2.07
19.33,61.86,4.43,0.45,1.58
31.26,67.32,7.14,0.21,1.68
21.31,51.19,4.37,0.85,2.01
16.9,29.81,5.98,0.57,1.67
19.29,29.05,4.29,0.78,1.88
23.53,66.98,5.9,0.38,1.98
32.78,39.58,6.62,0.77,1.83
18.74,30.83,5.73,0.34,2.15
15.29,60.04,7.1,0.59,2.14
15.5,47.19,6.7,0.32,1.56
16.87,28.69,5.49,0.61,1.63
20.36,72.67,4.64,0.74,1.51
16.83,78.44,7.38,0.25,1.5
34.69,67.86,4.4,1.19,1.91
21.17,65.04,6.43,0.86,1.67
24.54,49.84,4.49,0.4,1.78
31.69,68.36,6.37,0.71,1.54
26.24,61.39,6.18,0.89,1.53
20.87,40.36,4.68,1.02,2.04
24.64,65.63,4.91,0.68,2.06
26.51,71.27,7.37,0.46,1.77
25.97,35.76,4.99,0.32,2.04
24.2,15.7,5.8,0.27,1.53
27.41,64.49,4.0,0.49,2.18
18.25,29.63,4.81,0.52,2.09
18.34,69.32,7.54,0.59,1.82
29.84,35.52,6.52,0.85,2.17
33.96,21.08,4.63,0.24,2.08
22.87,38.74,4.76,0.75,1.75
27.3,59.35,5.03,1.07,1.82
15.24,60.99,7.08,0.45,1.99
25.6,43.0,7.44,0.6,1.57
26.36,55.9,4.71,0.56,1.75
22.22,31.36,7.25,1.19,1.55
32.96,30.07,5.66,1.13,1.8
32.61,23.59,7.13,0.63,1.86
