Lch,Wch,Tox1,Tox2
8.72,18.3,0.87,2.31
31.96,55.56,0.72,1.5
26.03,84.97,0.48,1.9
21.08,46.46,0.41,2.67
15.54,15.98,0.57,1.64
40.44,39.22,0.83,2.21
10.15,16.24,0.57,2.87
43.76,81.78,0.28,1.57
19.45,92.72,0.47,1.3
35.23,60.93,0.58,2.0
32.81,55.12,1.14,1.2
28.6,34.59,0.88,1.27
36.22,62.82,0.92,1.44
38.31,27.76,1.03,1.66
24.56,33.0,1.41,1.66
36.26,51.49,0.37,2.73
21.0,14.71,1.23,1.86
7.28,89.77,0.22,2.71
18.2,44.4,0.43,1.25
38.63,27.41,0.2,1.89
21.56,68.07,0.23,1.57
15.97,31.11,0.31,1.87
19.41,29.42,0.23,1.82
16.62,63.77,1.42,1.88
39.96,77.07,1.2,1.41
14.23,47.71,1.37,2.01
19.97,90.93,0.8,2.13
40.34,52.03,0.27,2.61
26.19,31.95,1.02,1.7
26.74,62.3,0.47,2.08
21.47,46.18,1.03,2.4
34.63,46.26,0.27,2.88
13.26,27.65,0.79,2.97
8.87,36.87,0.76,3.0
31.18,89.12,1.26,2.84
34.41,67.91,0.55,1.47
19.71,13.6,0.22,2.15
26.31,91.66,0.95,1.96
39.68,14.85,0.71,2.35
35.13,68.37,1.0,2.55
43.95,79.18,0.41,2.45
31.83,78.33,0.28,2.53
8.18,53.91,0.9,2.53
17.79,62.15,1.48,1.67
9.65,46.33,0.21,1.49
16.37,15.79,1.2,2.39
10.08,20.38,0.31,1.46
15.22,97.95,0.55,2.64
16.48,32.17,0.64,1.26
25.3,37.83,0.54,2.57
35.88,73.03,0.83,2.67
31.86,47.2,1.04,2.27
24.65,69.32,0.93,2.35
36.8,13.98,0.74,1.99
8.57,24.12,0.76,1.67
40.4,33.71,0.65,2.74
7.24,56.48,0.58,2.16
38.82,54.87,0.9,2.86
35.24,19.64,1.08,2.5
20.59,56.13,0.95,2.23
39.92,66.66,0.39,2.04
17.88,63.49,0.99,1.96
20.06,79.38,0.85,2.51
14.9,87.42,1.48,1.71
17.36,61.98,1.13,1.8
28.42,90.41,0.69,2.06
21.42,52.83,0.87,2.84
19.64,39.65,0.28,2.5
20.08,97.8,0.7,1.22
34.92,36.02,1.31,2.32
8.09,20.91,1.19,1.23
44.59,42.67,0.74,2.93
31.74,41.74,1.47,2.09
36.63,77.46,0.37,1.31
18.75,33.17,1.06,1.68
11.39,10.93,0.57,2.58
12.7,46.94,0.41,1.7
34.01,41.59,0.49,1.23
7.43,30.08,0.93,1.31
25.4,81.96,1.22,2.59
21.23,52.51,1.45,2.84
42.32,84.68,0.23,2.85
18.65,95.61,0.6,1.85
22.13,19.47,0.88,2.06
15.46,23.44,0.84,2.06
38.68,64.27,1.23,1.36
12.18,80.81,1.07,2.01
39.31,72.53,0.38,2.62
42.13,63.93,0.57,1.91
8.38,17.72,1.16,2.54
27.95,39.27,1.3,2.47
37.79,94.47,0.33,2.39
31.81,11.43,0.59,1.75
36.02,18.98,1.45,2.05
20.68,45.55,0.52,1.27
10.62,22.78,0.37,1.6
24.46,78.99,1.01,2.07
12.4,81.85,0.38,1.68
24.0,98.73,1.31,1.56
36.17,74.42,1.04,2.12
44.56,18.21,0.58,1.97
23.72,42.61,1.25,1.29
41.99,89.43,1.08,2.63
18.3,46.84,1.34,2.23
29.01,44.84,1.13,1.32
12.15,95.95,0.78,2.13
41.93,76.27,1.22,1.47
24.31,60.8,1.08,2.45
22.38,89.36,1.13,2.99
39.84,76.69,0.23,1.94
11.95,51.65,0.8,2.11
20.87,21.84,0.92,2.69
42.1,26.88,0.62,1.74
38.22,16.03,1.04,2.91
25.95,71.95,1.32,2.87
44.15,37.9,1.36,1.49
11.36,16.78,1.04,2.72
32.49,40.25,1.04,2.93
44.46,52.19,1.01,2.79
18.27,72.3,1.11,2.42
35.1,77.93,0.5,2.85
31.32,61.11,0.56,2.86
36.03,22.14,1.44,2.32
21.88,99.62,0.53,1.86
28.45,83.58,0.73,1.61
43.79,75.56,0.79,1.36
26.22,30.61,0.93,1.95
26.09,17.06,0.2,1.79
