Lch,Wch,Tox1,Tox2
10.1,62.02,0.52,2.55
41.68,71.49,0.24,1.55
20.04,51.99,1.48,1.9
43.21,35.12,1.4,1.87
33.28,33.88,0.79,1.79
16.65,40.43,0.74,2.66
15.19,65.2,0.94,1.79
14.93,80.12,1.03,2.28
10.02,63.33,0.54,2.72
36.11,41.54,1.16,2.4
14.57,24.09,0.83,2.31
41.26,45.46,1.36,2.36
23.55,93.62,1.31,2.2
7.59,66.1,0.81,2.28
33.65,61.87,0.31,2.91
27.49,16.47,0.93,2.13
8.01,32.49,1.48,1.37
29.24,23.14,0.72,2.76
29.08,93.17,0.52,1.22
17.51,93.02,0.8,2.1
15.14,79.32,1.19,2.92
32.23,63.61,1.39,1.94
30.72,25.45,0.69,1.92
30.43,77.71,0.5,2.81
41.05,95.33,1.29,1.84
29.66,82.85,0.76,1.6
8.33,90.81,1.25,2.21
35.41,20.63,0.6,1.47
16.36,98.85,1.1,1.9
39.26,76.08,0.88,1.63
8.61,70.14,0.37,2.33
37.48,41.16,0.57,1.66
26.46,16.84,0.24,1.29
13.47,32.75,0.26,2.06
38.47,34.29,0.8,2.35
40.9,65.9,1.35,1.79
30.98,94.42,0.48,1.94
10.39,81.57,0.42,2.89
35.26,63.27,1.18,2.64
39.6,42.22,0.38,2.75
15.68,52.05,1.43,1.38
28.97,52.16,0.67,2.1
29.71,83.11,0.59,2.11
14.84,87.58,1.09,2.92
11.56,21.06,0.46,1.32
14.52,36.63,0.33,2.84
40.17,75.72,0.88,2.72
41.83,88.12,0.64,2.38
19.33,12.66,1.25,1.9
41.97,14.54,0.9,2.56
31.73,11.97,0.85,1.73
27.78,79.47,0.84,1.55
33.58,11.58,0.48,1.31
20.03,64.24,1.02,2.38
29.15,95.28,1.13,1.97
19.71,92.03,0.79,1.78
32.33,57.49,0.23,1.47
44.91,56.77,0.72,1.72
14.96,36.11,1.03,2.9
17.84,15.9,1.01,1.36
28.05,19.17,0.72,1.35
15.76,65.87,0.28,1.9
29.19,42.9,1.24,2.63
28.43,74.65,0.92,2.92
25.35,83.97,1.08,2.15
44.62,24.21,0.51,1.2
12.74,68.48,0.88,1.99
41.01,66.24,0.84,2.31
12.02,56.02,0.49,1.77
12.34,63.51,1.35,2.03
42.8,84.15,0.22,1.55
12.96,86.49,0.36,1.81
11.46,26.87,0.42,2.57
32.02,36.65,0.58,2.75
34.77,15.07,0.92,2.6
19.57,68.72,0.77,1.68
38.06,84.23,1.09,1.24
38.26,19.95,1.04,2.44
36.46,62.44,1.3,2.45
7.96,28.55,0.23,2.66
41.49,64.11,1.26,1.89
33.77,28.32,0.35,2.93
37.74,89.2,0.6,2.36
10.66,70.8,1.23,1.79
11.04,72.36,0.47,1.75
23.42,36.97,0.39,1.24
35.47,23.35,0.6,2.95
24.25,50.86,1.08,2.56
31.09,59.97,1.26,1.67
29.73,80.09,0.44,1.73
21.82,83.36,0.84,2.12
29.31,94.76,1.22,2.22
39.35,10.12,0.55,2.27
22.8,71.64,0.91,2.09
13.22,83.6,0.98,2.52
44.5,41.38,0.7,2.77
21.73,44.06,0.46,2.85
39.88,89.9,1.03,2.78
37.87,51.09,0.58,1.74
41.62,89.76,1.07,2.14
17.99,38.38,0.57,1.97
16.82,21.76,0.59,2.52
43.04,53.74,1.46,1.44
18.76,24.59,0.97,2.41
22.87,78.44,1.41,2.29
10.24,66.94,0.47,1.56
14.7,75.8,1.26,1.48
19.07,92.5,0.58,2.7
31.96,48.65,1.06,2.49
33.0,54.9,0.37,2.06
38.03,29.61,0.83,2.58
38.42,71.19,1.28,1.58
41.52,43.91,1.31,1.41
20.12,25.08,0.97,2.15
43.79,24.03,1.28,2.59
26.43,18.92,0.81,1.78
39.92,95.5,0.78,1.51
40.05,74.45,1.11,1.24
35.45,68.9,1.23,2.87
23.99,91.85,1.46,1.93
40.0,50.72,0.28,2.15
27.81,96.11,0.53,1.92
35.6,85.07,0.77,2.99
13.31,39.93,0.28,1.31
18.91,21.14,1.09,1.83
41.46,80.94,1.03,1.28
8.67,40.38,0.62,1.99
29.01,72.37,0.91,1.73
