Lch,Wch,Tox1,Tox2
36.42,52.99,0.53,1.69
29.74,95.44,0.47,2.53
23.47,40.31,1.33,2.0
14.48,66.77,1.34,1.37
25.2,27.29,1.16,2.56
7.89,44.57,0.59,2.98
32.98,75.08,0.93,2.21
8.62,82.97,1.2,2.59
17.19,95.76,1.02,2.16
10.74,74.32,1.39,1.9
22.48,30.91,1.39,1.91
39.98,77.7,0.82,2.76
32.82,63.0,1.36,2.33
34.18,16.7,0.53,2.18
34.84,98.21,0.21,1.55
35.81,68.58,0.92,2.14
10.34,74.95,1.09,2.78
14.34,53.37,0.26,2.82
20.61,79.54,0.6,1.65
44.37,22.16,0.65,2.53
43.18,94.64,0.79,2.65
30.69,32.23,0.54,2.32
28.84,65.75,1.13,1.21
41.77,69.01,0.88,2.71
31.41,56.91,1.44,1.85
7.92,58.77,0.3,2.56
31.9,90.24,1.05,1.48
12.81,65.88,0.56,1.73
21.7,37.08,0.29,1.83
21.72,66.61,1.1,2.7
7.63,35.25,1.38,1.33
27.04,66.02,0.91,2.58
12.14,36.02,1.02,2.72
10.4,29.19,0.74,2.56
27.17,60.47,0.63,2.59
16.11,26.67,1.1,1.72
25.8,11.86,0.28,2.77
43.04,63.02,1.19,1.57
16.01,27.4,0.48,1.56
12.55,13.45,0.87,1.46
33.06,76.83,1.03,1.39
18.82,78.75,0.85,1.77
14.16,92.09,0.41,2.1
31.45,96.8,1.09,1.49
40.17,80.02,0.63,1.27
16.79,45.74,1.48,1.7
29.09,99.74,0.32,1.44
8.34,16.88,0.96,1.24
25.54,11.62,1.02,2.57
19.0,59.65,0.83,1.92
25.01,80.93,0.66,2.57
32.23,18.6,1.01,1.43
12.1,81.06,0.28,2.62
41.43,10.65,1.35,1.93
28.65,52.05,0.59,2.41
35.63,90.57,0.38,2.14
24.28,85.95,0.22,2.08
34.48,67.31,1.09,2.94
35.48,70.04,1.21,1.37
11.07,46.07,1.36,2.74
9.41,72.12,1.42,1.24
18.17,33.28,0.72,1.84
17.06,91.91,0.92,1.94
43.47,84.4,0.58,2.43
29.32,20.0,0.5,2.5
25.73,47.32,0.97,1.31
14.31,96.2,1.13,2.47
32.03,43.37,0.81,2.64
30.03,68.76,1.08,2.49
21.17,57.47,0.98,1.61
32.17,18.05,0.87,1.4
8.58,18.21,0.53,1.28
9.89,92.3,0.84,1.8
34.33,51.29,0.6,1.29
33.98,77.4,0.85,2.92
30.05,14.89,1.49,2.9
12.67,75.9,0.51,2.6
15.83,31.64,0.65,1.96
17.18,17.5,1.08,1.86
9.31,13.34,1.5,2.47
11.37,47.52,1.5,1.3
37.06,91.28,1.14,1.63
9.39,26.88,1.25,2.41
30.94,98.38,0.97,2.92
23.21,47.69,1.45,1.78
33.36,48.87,1.47,2.44
29.57,72.06,0.38,2.04
15.88,23.49,1.33,2.06
44.77,61.31,1.42,1.5
40.62,79.7,1.41,2.02
22.25,11.73,1.33,2.42
7.78,83.24,0.4,1.38
11.04,11.41,1.29,1.77
10.46,39.47,0.99,2.07
19.96,52.86,0.53,1.8
22.53,59.91,0.61,1.53
32.52,76.24,0.6,2.07
40.36,13.7,0.78,1.72
17.36,36.84,0.24,2.26
35.37,70.42,0.29,2.67
18.12,37.54,1.42,2.39
43.32,87.25,0.9,1.59
27.41,77.23,0.69,1.88
43.97,85.52,0.38,1.44
39.11,45.34,0.85,2.0
12.27,29.33,0.42,1.58
15.05,81.43,0.71,1.28
16.52,26.23,0.91,2.64
26.07,96.25,0.31,2.4
42.0,47.05,1.35,1.41
18.75,90.4,1.05,2.02
11.94,22.77,1.32,2.25
43.72,75.42,0.22,2.21
38.85,19.37,0.79,2.09
32.13,66.82,0.94,2.31
30.16,54.64,0.26,2.62
35.46,22.5,1.17,2.68
25.37,68.65,1.01,1.23
36.78,73.94,0.55,2.5
15.73,85.28,0.49,2.22
44.96,46.6,0.65,1.31
23.04,58.13,0.52,2.44
10.6,61.68,1.1,2.92
38.22,95.86,1.44,2.04
39.63,72.25,1.13,1.32
33.22,32.7,0.91,1.71
39.43,69.26,0.25,2.75
44.41,12.19,0.34,2.23
